-1.153891147	2.952790962	1.036265483	0.363652588	-0.259136686	1.809962855	-0.373606061	-2.371000335	1.764994533	-0.009192112	1
0.65841871	0.373377418	0.637543156	1.056760536	-1.033901798	-0.396148863	-0.660075179	-0.690383344	0.287316272	-0.494770978	1
2.188136496	0.709286015	0.178929529	0.857609496	-0.474828093	0.547065628	-1.836009206	0.766582287	0.873381048	0.34417304	0
-2.992954688	3.093551709	4.262248072	0.285127009	-2.517828682	2.522960047	-1.020085669	-6.676305389	5.866530868	-0.158864044	1
0.005918926	3.126320593	0.509794008	-0.053189304	-0.357714713	0.236688743	-2.678585943	-0.217784071	1.579180391	-0.061060819	1
1.133178666	0.575624584	1.548497724	0.257666331	0.037525274	1.436857774	0.808227985	0.077282957	0.770233529	-0.303570518	0
-0.444708819	1.186903056	0.284544381	0.188135226	-0.50092214	2.251199218	0.452884008	-1.224955829	1.225359085	0.304681837	1
-1.994865095	0.400609428	0.441082329	0.307399079	-1.012605044	-0.46714586	0.883735514	-1.907478985	1.001909228	-0.144504334	1
1.264045772	0.073769215	0.090113227	0.506666714	-0.524750915	-0.479784955	-0.005993914	0.617001881	-0.110900375	-0.078502976	0
-5.768988492	2.713666347	-0.229550664	-1.883528232	-4.165065063	2.908981784	-5.89505564	-3.394261456	-3.001610868	-0.327200879	1
2.291400652	1.178177856	-0.297729502	-0.006830111	0.637384564	-0.507509111	-0.11731571	-0.483178447	0.747368302	0.054819219	0
-1.379985221	2.00426758	0.738738096	0.226591871	-1.927249326	2.555493332	-0.012614455	-4.580725415	3.787648779	-0.344751224	1
-1.262880322	0.855114027	-1.176391452	-2.294092057	-0.602340263	3.359327798	-5.128551227	-4.667772632	-5.254891619	-0.42271586	1
0.274320975	0.334881245	-0.491572473	-0.511763534	1.018297807	0.850583424	0.139944651	0.53035127	-0.265467588	-0.245071828	0
1.216684044	0.511091625	0.289722998	-0.19030636	-0.283483679	0.00773749	-0.553850923	1.008261347	-0.361932893	-0.383408049	0
-1.832823263	1.279053987	0.445260619	0.779009961	0.39885697	-0.924406653	-0.379139021	1.020554699	-0.375515041	-0.485187542	0
-3.415512208	3.952088692	3.779589204	1.067982551	-2.286029024	1.872177116	-1.924908155	-7.105119487	6.421397129	0.252141908	1
-0.012313877	2.958200085	0.385270605	0.029930231	-0.457041009	0.589615016	-2.325581426	-0.74463871	1.679208389	-0.05534086	1
2.029656508	-1.420443923	-1.832270844	0.920317308	-0.691291909	1.010135531	-0.173271851	-0.635314635	0.791828478	-0.298481445	0
0.260506591	-0.923154004	1.29884438	1.81486003	-0.802722325	-0.71707058	-0.765002207	-2.383369315	0.652522442	-0.251471725	0
2.142771225	-1.713124519	-1.523351746	-0.56349574	1.118895281	1.136449541	-1.147717005	-0.09995961	0.761061691	0.043327153	0
-3.149345763	4.409767903	3.723570866	1.951071614	-2.350800129	2.110160891	-2.860889283	-7.147332223	6.539943745	0.42863494	1
